Date,Close
2001-01-04,28.14
2001-01-05,27.95
2001-01-08,27.32
2001-01-09,27.64
2001-01-10,29.48
2001-01-11,29.41
2001-01-12,30.05
2001-01-16,30.29
2001-01-17,29.6
2001-01-18,30.45
2001-01-19,32.19
2001-01-22,32.19
2001-01-23,29.57
2001-01-24,29.05
2001-01-25,29.36
2001-01-26,29.77
2001-01-29,29.06
2001-01-30,29.06
2001-01-31,28.66
2001-02-01,29.82
2001-02-02,31.19
2001-02-05,30.55
2001-02-06,30.35
2001-02-07,31.27
2001-02-08,31.59
2001-02-09,31.03
2001-02-12,30.51
2001-02-13,30.36
2001-02-14,29.71
2001-02-15,28.8
2001-02-16,29.16
2001-02-20,28.58
2001-02-21,28.53
2001-02-22,28.82
2001-02-23,29.04
2001-02-26,28.42
2001-02-27,28.13
2001-02-28,27.39
2001-03-01,27.62
2001-03-02,27.84
2001-03-05,28.6
2001-03-06,28.32
2001-03-07,29.0
2001-03-08,28.39
2001-03-09,28.01
2001-03-12,28.0
2001-03-13,27.59
2001-03-14,26.41
2001-03-15,26.55
2001-03-16,26.74
2001-03-19,26.15
2001-03-20,25.96
2001-03-21,26.8
2001-03-22,26.54
2001-03-23,27.3
2001-03-26,27.48
2001-03-27,27.75
2001-03-28,26.31
2001-03-29,26.32
2001-03-30,26.29
2001-04-02,25.59
2001-04-03,26.19
2001-04-04,27.12
2001-04-05,27.26
2001-04-06,27.06
2001-04-09,27.28
2001-04-10,28.48
2001-04-11,28.18
2001-04-12,28.25
2001-04-16,28.79
2001-04-17,28.24
2001-04-18,27.95
2001-04-19,27.82
2001-04-20,27.28
2001-04-23,27.61
2001-04-24,26.86
2001-04-25,27.29
2001-04-26,28.44
2001-04-27,28.27
2001-04-30,28.46
2001-05-01,28.94
2001-05-02,27.8
2001-05-03,28.45
2001-05-04,28.36
2001-05-07,27.77
2001-05-08,27.39
2001-05-09,28.23
2001-05-10,28.52
2001-05-11,28.55
2001-05-14,28.71
2001-05-15,28.98
2001-05-16,28.86
2001-05-17,28.91
2001-05-18,29.91
2001-05-21,29.98
2001-05-22,29.74
2001-05-23,29.58
2001-05-24,28.41
2001-05-25,28.38
2001-05-29,28.66
2001-05-30,28.55
2001-05-31,28.37
2001-06-01,27.93
2001-06-04,28.13
2001-06-05,28.24
2001-06-06,27.72
2001-06-07,27.75
2001-06-08,28.33
2001-06-11,29.04
2001-06-12,29.18
2001-06-13,28.84
2001-06-14,29.04
2001-06-15,28.51
2001-06-18,27.55
2001-06-19,27.48
2001-06-20,26.5
2001-06-21,26.56
2001-06-22,26.83
2001-06-25,27.25
2001-06-26,26.98
2001-06-27,25.61
2001-06-28,25.56
2001-06-29,26.25
2001-07-02,25.95
2001-07-03,26.24
2001-07-05,27.02
2001-07-06,28.21
2001-07-09,27.59
2001-07-10,27.49
2001-07-11,27.11
2001-07-12,26.8
2001-07-13,26.59
2001-07-16,26.06
2001-07-17,25.57
2001-07-18,24.89
2001-07-19,24.7
2001-07-20,25.59
2001-07-23,26.12
2001-07-24,26.31
2001-07-25,26.84
2001-07-26,26.73
2001-07-27,27.02
2001-07-30,26.63
2001-07-31,26.35
2001-08-01,26.77
2001-08-02,27.71
2001-08-03,27.62
2001-08-06,27.74
2001-08-07,27.94
2001-08-08,27.54
2001-08-09,27.64
2001-08-10,28.05
2001-08-13,27.82
2001-08-14,28.01
2001-08-15,27.56
2001-08-16,27.4
2001-08-17,26.68
2001-08-20,27.18
2001-08-21,27.91
2001-08-22,26.37
2001-08-23,26.63
2001-08-24,26.9
2001-08-27,26.67
2001-08-28,27.17
2001-08-29,27.05
2001-08-30,26.55
2001-08-31,27.2
2001-09-04,26.93
2001-09-05,26.95
2001-09-06,27.58
2001-09-07,28.03
2001-09-10,27.63
2001-09-14,29.53
2001-09-17,28.81
2001-09-18,27.7
2001-09-19,26.72
2001-09-20,26.59
2001-09-21,25.97
2001-09-24,22.01
2001-09-25,21.81
2001-09-26,22.38
2001-09-27,22.74
2001-09-28,23.43
2001-10-01,23.28
2001-10-02,22.79
2001-10-03,22.08
2001-10-04,22.63
2001-10-05,22.39
2001-10-08,22.45
2001-10-09,22.48
2001-10-10,22.53
2001-10-11,23.34
2001-10-12,22.5
2001-10-15,22.29
2001-10-16,22.0
2001-10-17,21.81
2001-10-18,21.31
2001-10-19,21.83
2001-10-22,21.76
2001-10-23,21.85
2001-10-24,22.33
2001-10-25,22.01
2001-10-26,22.03
2001-10-29,22.15
2001-10-30,21.87
2001-10-31,21.18
2001-11-01,20.39
2001-11-02,20.18
2001-11-05,20.02
2001-11-06,19.92
2001-11-07,20.09
2001-11-08,21.17
2001-11-09,22.22
2001-11-12,21.23
2001-11-13,21.67
2001-11-14,19.74
2001-11-15,17.45
2001-11-16,18.03
2001-11-19,17.72
2001-11-20,19.15
2001-11-21,18.96
2001-11-26,18.69
2001-11-27,19.48
2001-11-28,19.22
2001-11-29,18.62
2001-11-30,19.44
2001-12-03,20.09
2001-12-04,19.65
2001-12-05,19.49
2001-12-06,18.54
2001-12-07,19.04
2001-12-10,18.37
2001-12-11,18.08
2001-12-12,18.36
2001-12-13,18.12
2001-12-14,19.23
2001-12-17,19.22
2001-12-18,19.36
2001-12-19,19.8
2001-12-20,19.28
2001-12-21,19.62
2001-12-26,21.27
2001-12-27,20.9
2001-12-28,20.41
2001-12-31,19.84
2002-01-02,21.01
2002-01-03,20.37
2002-01-04,21.62
2002-01-07,21.48
2002-01-08,21.25
2002-01-09,20.18
2002-01-10,20.38
2002-01-11,19.68
2002-01-14,18.89
2002-01-15,18.9
2002-01-16,18.86
2002-01-17,17.97
2002-01-18,18.0
2002-01-22,18.34
2002-01-23,19.5
2002-01-24,19.7
2002-01-25,19.99
2002-01-28,20.05
2002-01-29,19.58
2002-01-30,19.08
2002-01-31,19.48
2002-02-01,20.38
2002-02-04,20.07
2002-02-05,20.07
2002-02-06,19.78
2002-02-07,19.64
2002-02-08,20.26
2002-02-11,21.41
2002-02-12,20.73
2002-02-13,21.18
2002-02-14,21.23
2002-02-15,21.5
2002-02-19,20.88
2002-02-20,20.29
2002-02-21,20.95
2002-02-22,21.07
2002-02-25,20.48
2002-02-26,21.41
2002-02-27,21.29
2002-02-28,21.74
2002-03-01,22.4
2002-03-04,22.45
2002-03-05,23.17
2002-03-06,23.15
2002-03-07,23.71
2002-03-08,23.84
2002-03-11,24.31
2002-03-12,24.2
2002-03-13,24.16
2002-03-14,24.56
2002-03-15,24.51
2002-03-18,25.11
2002-03-19,24.88
2002-03-20,24.9
2002-03-21,25.61
2002-03-22,25.35
2002-03-25,24.99
2002-03-26,25.36
2002-03-27,25.87
2002-03-28,26.31
2002-04-01,26.88
2002-04-02,27.71
2002-04-03,27.56
2002-04-04,26.58
2002-04-05,26.21
2002-04-08,26.54
2002-04-09,25.82
2002-04-10,26.13
2002-04-11,24.99
2002-04-12,23.47
2002-04-15,24.57
2002-04-16,24.75
2002-04-17,25.94
2002-04-18,26.18
2002-04-19,26.38
2002-04-22,26.27
2002-04-23,26.62
2002-04-24,26.38
2002-04-25,26.73
2002-04-26,27.11
2002-04-29,27.57
2002-04-30,27.29
2002-05-01,26.75
2002-05-02,26.24
2002-05-03,26.62
2002-05-06,26.12
2002-05-07,26.63
2002-05-08,27.85
2002-05-09,27.68
2002-05-10,27.99
2002-05-13,28.38
2002-05-14,29.36
2002-05-15,28.15
2002-05-16,27.95
2002-05-17,28.18
2002-05-20,28.33
2002-05-21,27.33
2002-05-22,26.37
2002-05-23,26.15
2002-05-24,25.88
2002-05-28,25.27
2002-05-29,25.76
2002-05-30,24.67
2002-05-31,25.31
2002-06-03,25.08
2002-06-04,25.33
2002-06-05,24.89
2002-06-06,24.79
2002-06-07,24.75
2002-06-10,24.29
2002-06-11,24.12
2002-06-12,24.64
2002-06-13,25.64
2002-06-14,25.94
2002-06-17,26.09
2002-06-18,25.43
2002-06-19,25.31
2002-06-20,25.53
2002-06-21,25.82
2002-06-24,26.47
2002-06-25,26.32
2002-06-26,26.76
2002-06-27,26.86
2002-06-28,26.86
2002-07-01,26.81
2002-07-02,26.77
2002-07-03,26.8
2002-07-08,26.07
2002-07-09,26.09
2002-07-10,26.77
2002-07-11,26.83
2002-07-12,27.48
2002-07-15,27.07
2002-07-16,27.75
2002-07-17,27.88
2002-07-18,27.57
2002-07-19,27.83
2002-07-22,26.6
2002-07-23,26.31
2002-07-24,26.87
2002-07-25,26.77
2002-07-26,26.54
2002-07-29,26.55
2002-07-30,27.36
2002-07-31,27.02
2002-08-01,26.47
2002-08-02,26.84
2002-08-05,26.58
2002-08-06,27.17
2002-08-07,26.5
2002-08-08,26.67
2002-08-09,26.86
2002-08-12,27.86
2002-08-13,27.9
2002-08-14,28.15
2002-08-15,29.06
2002-08-16,29.33
2002-08-19,29.84
2002-08-20,30.11
2002-08-21,29.24
2002-08-22,28.84
2002-08-23,28.63
2002-08-26,29.28
2002-08-27,28.83
2002-08-28,28.34
2002-08-29,28.92
2002-08-30,28.98
2002-09-03,27.79
2002-09-04,28.27
2002-09-05,28.98
2002-09-06,29.61
2002-09-09,29.73
2002-09-10,29.73
2002-09-11,29.77
2002-09-12,28.85
2002-09-13,29.81
2002-09-16,29.67
2002-09-17,29.08
2002-09-18,29.48
2002-09-19,29.5
2002-09-20,29.61
2002-09-23,30.71
2002-09-24,30.77
2002-09-25,30.64
2002-09-26,30.41
2002-09-27,30.54
2002-09-30,30.45
2002-10-01,30.83
2002-10-02,30.49
2002-10-03,29.76
2002-10-04,29.62
2002-10-07,29.64
2002-10-08,29.48
2002-10-09,29.35
2002-10-10,28.97
2002-10-11,29.37
2002-10-14,30.03
2002-10-15,29.72
2002-10-16,29.47
2002-10-17,29.62
2002-10-18,29.6
2002-10-21,28.37
2002-10-22,27.92
2002-10-23,28.18
2002-10-24,28.2
2002-10-25,27.05
2002-10-28,27.29
2002-10-29,26.86
2002-10-30,26.81
2002-10-31,27.22
2002-11-01,27.13
2002-11-04,26.95
2002-11-05,26.14
2002-11-06,25.77
2002-11-07,25.38
2002-11-08,25.78
2002-11-11,25.94
2002-11-12,25.9
2002-11-13,25.19
2002-11-14,25.29
2002-11-15,25.51
2002-11-18,26.71
2002-11-19,26.42
2002-11-20,26.98
2002-11-21,26.35
2002-11-22,26.76
2002-11-25,26.11
2002-11-26,26.4
2002-11-27,26.89
2002-12-02,27.24
2002-12-03,27.3
2002-12-04,26.71
2002-12-05,27.29
2002-12-06,26.93
2002-12-09,27.2
2002-12-10,27.74
2002-12-11,27.4
2002-12-12,28.01
2002-12-13,28.44
2002-12-16,30.1
2002-12-17,30.1
2002-12-18,30.44
2002-12-19,30.56
2002-12-20,30.3
2002-12-23,31.75
2002-12-24,31.97
2002-12-26,32.49
2002-12-27,32.72
2002-12-30,31.37
2002-12-31,31.2
2003-01-02,31.85
2003-01-03,33.08
2003-01-06,32.1
2003-01-07,31.08
2003-01-08,30.56
2003-01-09,31.99
2003-01-10,31.68
2003-01-13,32.26
2003-01-14,32.37
2003-01-15,33.21
2003-01-16,33.66
2003-01-17,33.91
2003-01-21,34.61
2003-01-22,32.85
2003-01-23,32.25
2003-01-24,33.28
2003-01-27,32.29
2003-01-28,32.67
2003-01-29,33.63
2003-01-30,33.85
2003-01-31,33.51
2003-02-03,32.76
2003-02-04,33.58
2003-02-05,33.93
2003-02-06,34.16
2003-02-07,35.12
2003-02-10,34.48
2003-02-11,35.44
2003-02-12,35.77
2003-02-13,36.36
2003-02-14,36.8
2003-02-18,36.96
2003-02-19,37.16
2003-02-20,36.79
2003-02-21,35.58
2003-02-24,36.48
2003-02-25,36.06
2003-02-26,37.7
2003-02-27,37.2
2003-02-28,36.6
2003-03-03,35.88
2003-03-04,36.89
2003-03-05,36.69
2003-03-06,37.0
2003-03-07,37.78
2003-03-10,37.27
2003-03-11,36.72
2003-03-12,37.83
2003-03-13,36.01
2003-03-14,35.38
2003-03-17,34.93
2003-03-18,31.67
2003-03-19,29.88
2003-03-20,28.61
2003-03-21,26.91
2003-03-24,28.66
2003-03-25,27.97
2003-03-26,28.63
2003-03-27,30.37
2003-03-28,30.16
2003-03-31,31.04
2003-04-01,29.78
2003-04-02,28.56
2003-04-03,28.97
2003-04-04,28.62
2003-04-07,27.96
2003-04-08,28.0
2003-04-09,28.85
2003-04-10,27.46
2003-04-11,28.14
2003-04-14,28.63
2003-04-15,29.29
2003-04-16,29.18
2003-04-17,30.55
2003-04-21,30.87
2003-04-22,29.91
2003-04-23,26.65
2003-04-24,26.64
2003-04-25,26.26
2003-04-28,25.49
2003-04-29,25.24
2003-04-30,25.8
2003-05-01,26.03
2003-05-02,25.67
2003-05-05,26.49
2003-05-06,25.72
2003-05-07,26.23
2003-05-08,26.98
2003-05-09,27.72
2003-05-12,27.35
2003-05-13,28.5
2003-05-14,29.17
2003-05-15,28.74
2003-05-16,29.14
2003-05-19,28.83
2003-05-20,29.28
2003-05-21,29.03
2003-05-22,28.85
2003-05-23,29.16
2003-05-27,29.35
2003-05-28,28.58
2003-05-29,29.1
2003-05-30,29.56
2003-06-02,30.71
2003-06-03,30.67
2003-06-04,30.05
2003-06-05,30.74
2003-06-06,31.28
2003-06-09,31.45
2003-06-10,31.73
2003-06-11,32.36
2003-06-12,31.51
2003-06-13,30.65
2003-06-16,31.18
2003-06-17,31.07
2003-06-18,30.36
2003-06-19,29.96
2003-06-20,30.82
2003-06-23,29.17
2003-06-24,28.78
2003-06-25,29.95
2003-06-26,29.01
2003-06-27,29.27
2003-06-30,30.19
2003-07-01,30.4
2003-07-02,30.15
2003-07-03,30.42
2003-07-07,30.13
2003-07-08,30.22
2003-07-09,30.88
2003-07-10,31.06
2003-07-11,31.28
2003-07-14,31.27
2003-07-15,31.62
2003-07-16,31.05
2003-07-17,31.41
2003-07-18,31.96
2003-07-21,31.78
2003-07-22,30.19
2003-07-23,29.67
2003-07-24,30.22
2003-07-25,30.17
2003-07-28,30.11
2003-07-29,30.24
2003-07-30,30.68
2003-07-31,30.54
2003-08-01,32.31
2003-08-04,31.84
2003-08-05,32.22
2003-08-06,31.7
2003-08-07,32.39
2003-08-08,32.18
2003-08-11,32.01
2003-08-12,31.92
2003-08-13,30.78
2003-08-14,31.09
2003-08-15,31.05
2003-08-18,30.89
2003-08-19,30.7
2003-08-20,30.95
2003-08-21,31.88
2003-08-22,31.84
2003-08-25,31.56
2003-08-26,31.95
2003-08-27,31.21
2003-08-28,31.5
2003-08-29,31.57
2003-09-02,29.41
2003-09-03,29.49
2003-09-04,28.98
2003-09-05,28.88
2003-09-08,28.85
2003-09-09,29.18
2003-09-10,29.35
2003-09-11,28.82
2003-09-12,28.27
2003-09-15,28.14
2003-09-16,27.56
2003-09-17,27.03
2003-09-18,27.17
2003-09-19,27.03
2003-09-22,26.96
2003-09-23,27.13
2003-09-24,28.24
2003-09-25,28.29
2003-09-26,28.16
2003-09-29,28.4
2003-09-30,29.2
2003-10-01,29.39
2003-10-02,29.84
2003-10-03,30.4
2003-10-06,30.47
2003-10-07,30.41
2003-10-08,29.81
2003-10-09,31.01
2003-10-10,31.97
2003-10-13,31.95
2003-10-14,31.82
2003-10-15,31.77
2003-10-16,31.54
2003-10-17,30.68
2003-10-20,30.35
2003-10-21,30.18
2003-10-22,29.92
2003-10-23,30.3
2003-10-24,30.16
2003-10-27,29.92
2003-10-28,29.56
2003-10-29,28.91
2003-10-30,28.47
2003-10-31,29.11
2003-11-03,28.9
2003-11-04,28.75
2003-11-05,30.3
2003-11-06,30.26
2003-11-07,30.85
2003-11-10,30.88
2003-11-11,31.15
2003-11-12,31.33
2003-11-13,31.9
2003-11-14,32.37
2003-11-17,31.73
2003-11-18,33.28
2003-11-19,32.92
2003-11-20,32.86
2003-11-21,31.61
2003-11-24,29.74
2003-11-25,29.77
2003-11-26,30.41
2003-12-01,29.95
2003-12-02,30.78
2003-12-03,31.1
2003-12-04,31.26
2003-12-05,30.73
2003-12-08,32.1
2003-12-09,31.76
2003-12-10,31.88
2003-12-11,31.85
2003-12-12,33.04
2003-12-15,33.18
2003-12-16,32.89
2003-12-17,33.35
2003-12-18,33.71
2003-12-19,33.02
2003-12-22,31.87
2003-12-23,31.95
2003-12-24,32.86
2003-12-29,32.4
2003-12-30,32.79
2003-12-31,32.52
2004-01-05,33.78
2004-01-06,33.7
2004-01-07,33.62
2004-01-08,33.98
2004-01-09,34.31
2004-01-12,34.72
2004-01-13,34.43
2004-01-14,34.5
2004-01-15,33.44
2004-01-16,35.07
2004-01-20,36.2
2004-01-21,34.58
2004-01-22,34.93
2004-01-23,34.94
2004-01-26,34.47
2004-01-27,34.12
2004-01-28,33.62
2004-01-29,32.81
2004-01-30,33.05
2004-02-02,34.98
2004-02-03,34.1
2004-02-04,33.1
2004-02-05,33.08
2004-02-06,32.48
2004-02-09,32.83
2004-02-10,33.87
2004-02-11,34.0
2004-02-12,33.98
2004-02-13,34.56
2004-02-17,35.19
2004-02-18,35.45
2004-02-19,36.0
2004-02-20,35.6
2004-02-23,34.35
2004-02-24,34.58
2004-02-25,35.68
2004-02-26,35.51
2004-02-27,36.16
2004-03-01,36.86
2004-03-02,36.66
2004-03-03,35.8
2004-03-04,36.64
2004-03-05,37.26
2004-03-08,36.57
2004-03-09,36.28
2004-03-10,36.1
2004-03-11,36.78
2004-03-12,36.19
2004-03-15,37.44
2004-03-16,37.48
2004-03-17,38.18
2004-03-18,37.93
2004-03-19,38.08
2004-03-22,37.11
2004-03-23,37.45
2004-03-24,37.01
2004-03-25,35.51
2004-03-26,35.73
2004-03-29,35.45
2004-03-30,36.25
2004-03-31,35.76
2004-04-01,34.27
2004-04-02,34.39
2004-04-05,34.38
2004-04-06,34.97
2004-04-07,36.15
2004-04-08,37.14
2004-04-12,37.84
2004-04-13,37.21
2004-04-14,36.72
2004-04-15,37.57
2004-04-16,37.74
2004-04-19,37.42
2004-04-20,37.6
2004-04-21,35.73
2004-04-22,36.71
2004-04-23,36.46
2004-04-26,36.97
2004-04-27,37.53
2004-04-28,37.46
2004-04-29,37.31
2004-04-30,37.38
2004-05-03,38.21
2004-05-04,38.98
2004-05-05,39.57
2004-05-06,39.37
2004-05-07,39.93
2004-05-10,38.93
2004-05-11,40.06
2004-05-12,40.77
2004-05-13,41.08
2004-05-14,41.38
2004-05-17,41.55
2004-05-18,40.54
2004-05-19,41.5
2004-05-20,40.92
2004-05-21,39.93
2004-05-24,41.72
2004-05-25,41.14
2004-05-26,40.7
2004-05-27,39.44
2004-05-28,39.88
2004-06-01,42.33
2004-06-02,39.96
2004-06-03,39.28
2004-06-04,38.49
2004-06-07,38.66
2004-06-08,37.28
2004-06-09,37.54
2004-06-10,38.45
2004-06-14,37.59
2004-06-15,37.19
2004-06-16,37.32
2004-06-17,38.46
2004-06-18,38.75
2004-06-21,37.63
2004-06-22,38.11
2004-06-23,37.57
2004-06-24,37.93
2004-06-25,37.55
2004-06-28,36.24
2004-06-29,35.66
2004-06-30,37.05
2004-07-01,38.74
2004-07-02,38.39
2004-07-06,39.65
2004-07-07,39.08
2004-07-08,40.33
2004-07-09,39.96
2004-07-12,39.5
2004-07-13,39.44
2004-07-14,40.97
2004-07-15,40.77
2004-07-16,41.25
2004-07-19,41.64
2004-07-20,40.86
2004-07-21,40.58
2004-07-22,41.36
2004-07-23,41.71
2004-07-26,41.44
2004-07-27,41.84
2004-07-28,42.9
2004-07-29,42.75
2004-07-30,43.8
2004-08-02,43.82
2004-08-03,44.15
2004-08-04,42.83
2004-08-05,44.41
2004-08-06,43.95
2004-08-09,44.84
2004-08-10,44.52
2004-08-11,44.8
2004-08-12,45.5
2004-08-13,46.58
2004-08-16,46.05
2004-08-17,46.75
2004-08-18,47.27
2004-08-19,48.7
2004-08-20,47.86
2004-08-23,46.05
2004-08-24,45.21
2004-08-25,43.47
2004-08-26,43.1
2004-08-27,43.18
2004-08-30,42.28
2004-08-31,42.12
2004-09-01,44.0
2004-09-02,44.06
2004-09-03,43.99
2004-09-07,43.31
2004-09-08,42.77
2004-09-09,44.61
2004-09-10,42.81
2004-09-13,43.87
2004-09-14,44.39
2004-09-15,43.58
2004-09-16,43.88
2004-09-17,45.59
2004-09-20,46.35
2004-09-21,47.1
2004-09-22,48.35
2004-09-23,48.46
2004-09-24,48.88
2004-09-27,49.64
2004-09-28,49.9
2004-09-29,49.51
2004-09-30,49.64
2004-10-01,50.12
2004-10-04,49.91
2004-10-05,51.09
2004-10-06,52.02
2004-10-07,52.67
2004-10-08,53.31
2004-10-11,53.64
2004-10-12,52.51
2004-10-13,53.64
2004-10-14,54.76
2004-10-15,54.93
2004-10-18,53.67
2004-10-19,53.29
2004-10-20,54.92
2004-10-21,54.47
2004-10-22,55.17
2004-10-25,54.54
2004-10-26,55.17
2004-10-27,52.46
2004-10-28,50.92
2004-10-29,51.76
2004-11-01,50.13
2004-11-02,49.62
2004-11-03,50.88
2004-11-04,48.82
2004-11-05,49.61
2004-11-08,49.09
2004-11-09,47.37
2004-11-10,48.86
2004-11-11,47.42
2004-11-12,47.32
2004-11-15,46.87
2004-11-16,46.11
2004-11-17,46.84
2004-11-18,46.22
2004-11-19,48.44
2004-11-22,48.64
2004-11-23,48.94
2004-11-24,49.44
2004-11-29,49.76
2004-11-30,49.13
2004-12-01,45.49
2004-12-02,43.25
2004-12-03,42.54
2004-12-06,42.98
2004-12-07,41.46
2004-12-08,41.94
2004-12-09,42.53
2004-12-10,40.71
2004-12-13,41.01
2004-12-14,41.82
2004-12-15,44.19
2004-12-16,44.18
2004-12-17,46.28
2004-12-20,45.64
2004-12-21,45.76
2004-12-22,44.24
2004-12-23,44.18
2004-12-27,41.32
2004-12-28,41.77
2004-12-29,43.64
2004-12-30,43.45
2005-01-03,42.12
2005-01-04,43.91
2005-01-05,43.39
2005-01-06,45.56
2005-01-07,45.43
2005-01-10,45.33
2005-01-11,45.68
2005-01-12,46.37
2005-01-13,48.04
2005-01-14,48.38
2005-01-18,48.38
2005-01-19,47.55
2005-01-20,46.91
2005-01-21,48.53
2005-01-24,48.81
2005-01-25,49.64
2005-01-26,48.78
2005-01-27,48.84
2005-01-28,47.18
2005-01-31,48.2
2005-02-01,47.12
2005-02-02,46.69
2005-02-03,46.45
2005-02-04,46.48
2005-02-07,45.28
2005-02-08,45.4
